r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
4.17,0.5748470209,0.03040864606,0.5831689125,0.04470671805,0.5743752512,0.5829079301
4.19,0.562882137,0.02265062937,0.5932665761,0.04517732815,0.5804896214,0.5931584533
4.21,0.528819682,0.03299025252,0.6030477135,0.04567635969,0.5818931549,0.6035744665
4.23,0.6193919299,0.02706774917,0.613438787,0.04621941493,0.5878196571,0.6141564195
4.25,0.684561256,0.03596824922,0.625349762,0.04679546566,0.5998866295,0.6250034987
4.27,0.5463587991,0.02310510492,0.6366912822,0.04733948938,0.5931127373,0.6360011271
4.29,0.5664493367,0.02793795511,0.6470473682,0.04781467964,0.5971227771,0.6470770128
4.31,0.6120218911,0.03853774333,0.6581183252,0.04843952558,0.5946853684,0.6582711414
4.33,0.5926542066,0.03674624524,0.6695380754,0.04915315609,0.5830039322,0.669435388
4.35,0.5358248691,0.0238952184,0.6803330914,0.04973281955,0.5751181232,0.6805161922
4.37,0.632548157,0.03144624756,0.6916198825,0.05026756422,0.5924121482,0.6917913268
4.39,0.5749515901,0.02279321621,0.7033848775,0.05079576399,0.5813257273,0.7032293688
4.41,0.5847137032,0.02730086395,0.7147901506,0.0512886204,0.5772642616,0.7146234487
4.43,0.5625142965,0.03668755009,0.7261744756,0.05192407584,0.5828722983,0.7261371296
4.45,0.6046592684,0.04050525002,0.7378647049,0.05269727343,0.5844895686,0.7378274165
4.47,0.5346176585,0.02883902387,0.7493735109,0.05339744352,0.5763490017,0.7495568999
4.49,0.6229646085,0.02950130312,0.7611796207,0.05399228038,0.5872113992,0.7614204328
4.51,0.5920791846,0.02894679379,0.7736769971,0.05459349294,0.5832332619,0.7734602615
4.53,0.5704808592,0.03361720764,0.7857414463,0.05524301777,0.5910208584,0.7856474253
4.55,0.5956793792,0.02284465371,0.7979527545,0.05583369828,0.5916744642,0.7980307301
4.57,0.6029753215,0.02735691602,0.8106142871,0.05636417833,0.599793015,0.8106163833
4.59,0.5613563678,0.02827377913,0.8230191155,0.0569570048,0.5925168593,0.8233209368
4.61,0.636915488,0.02629284526,0.8359028254,0.05754344679,0.5886939206,0.836017548
4.63,0.5759149457,0.03355841565,0.8490502387,0.05819273314,0.5813633009,0.8487037061
4.65,0.5835076648,0.02001559639,0.8617308683,0.05877801828,0.5708009553,0.8613040973
4.67,0.5516307604,0.02552125693,0.8742512949,0.05928060495,0.5700146261,0.8738886217
4.69,0.5389994216,0.03165119379,0.8863851421,0.05991700215,0.5703904808,0.8865768875
4.71,0.574611692,0.02849621229,0.8988831025,0.06059178875,0.5733365407,0.8994112304
4.73,0.5945952265,0.02845004807,0.9121160805,0.06123625247,0.5866812456,0.9125398957
4.75,0.6174114539,0.02682703352,0.9259500539,0.0618670627,0.5940441138,0.926016105
4.77,0.592335183,0.0240918059,0.9398726824,0.06245299185,0.6042694327,0.939808849
4.79,0.6257690586,0.0323607569,0.9540124032,0.06310861798,0.6042777253,0.953836021
4.81,0.5746725449,0.02303767658,0.9680598431,0.06375654489,0.5887461433,0.9677983783
4.83,0.5811396842,0.03520440612,0.9817007149,0.06444449657,0.5813106762,0.9816066798
4.85,0.5784262598,0.02290697453,0.9954992392,0.06513540844,0.5658670187,0.9952571598
4.87,0.5456685627,0.02822314447,1.008984957,0.06574915034,0.5640918685,1.008814766
4.89,0.5410685618,0.02400971795,1.022131369,0.06638082071,0.5590385836,1.022401419
4.91,0.5957530244,0.0264996998,1.035999577,0.06699699351,0.5678173753,1.036145794
4.93,0.5392073388,0.02394475859,1.049952768,0.06761715508,0.5747606698,1.050195829
4.95,0.6129182558,0.02958854306,1.06423897,0.06828107217,0.5747920468,1.064446439
4.97,0.5735301814,0.02389632192,1.07906431,0.06894919825,0.5820428116,1.078904041
4.99,0.6018991397,0.04010102145,1.093874065,0.06975627085,0.5869859938,1.093631975
5.01,0.5766459032,0.01994271309,1.108839851,0.07051777917,0.5836982393,1.108499047
5.03,0.5505673993,0.02810315696,1.123268446,0.07113325048,0.5913366584,1.123541546
5.05,0.6192806234,0.0281763399,1.13836724,0.07185946352,0.5862340982,1.138736212
5.07,0.6006535538,0.02748197747,1.154233031,0.07258333289,0.5923489387,1.154065452
5.09,0.5808331859,0.02911722216,1.169720415,0.07332539047,0.5934537588,1.169610496
5.11,0.6126803053,0.03053943911,1.185491574,0.07411368839,0.6016747992,1.18540177
