r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
1.55,0,0,0,0,0,0
1.57,0,0,0,0,0,0
1.59,0,0,0,0,0,0
1.61,0,0,0,0,0,0
1.63,0,0,0,0,0,0
1.65,0,0,0,0,0,0
1.67,0,0,0,0,0,0
1.69,0,0,0,0,0,0
1.71,0,0,0,0,0,0
1.73,0,0,0,0,0,0
1.75,0,0,0,0,0,0
1.77,0,0,0,0,0,0
1.79,0,0,0,0,0,0
1.81,0,0,0,0,0,0
1.83,0,0,0,0,0,0
1.85,0,0,0,0,0,0
1.87,0,0,0,0,0,0
1.89,0,0,0,0,0,0
1.91,0,0,0,0,0,0
1.93,0,0,0,0,0,0
1.95,0,0,0,0,0,0
1.97,0,0,0,0,0,0
1.99,0,0,0,0,0,0
2.01,0,0,0,0,0,0
2.03,0,0,0,0,0,0
2.05,0,0,0,0,0,0
2.07,0,0,0,0,0,0
2.09,0,0,0,0,0,0
2.11,0,0,0,0,0,0
2.13,0,0,0,0,0,0
2.15,0,0,0,0,0,0
2.17,0,0,0,0,0,0
2.19,0,0,0,0,0,0
2.21,0,0,0,0,0,0
2.23,0,0,0,0,0,0
2.25,0,0,0,0,0,0
2.27,0,0,0,0,0,0
2.29,0,0,0,0,0,0
2.31,0,0,0,0,0,0
2.33,0,0,0,0,0,0
2.35,0,0,0,0,0,0
2.37,0,0,0,0,0,0
2.39,0,0,0,0,0,0
2.41,0,0,0,0,0,0
2.43,0,0,0,0,0,0
2.45,0,0,0,0,0,0
2.47,0,0,0,0,0,0
2.49,0,0,0,0,0,0
2.51,0,0,0,0,0,0
2.53,0,0,0,0,0,0
2.55,0,0,0,0,0,0
2.57,0,0,0,0,0,0
2.59,0,0,0,0,0,0
2.61,0,0,0,0,0,0
2.63,0,0,0,0,0,0
2.65,0,0,0,0,0,0
2.67,0,0,0,0,0,0
2.69,0,0,0,0,0,0
2.71,0,0,0,0,0,0
2.73,0,0,0,0,0,0
2.75,0,0,0,0,0,0
2.77,0,0,0,0,0,0
2.79,0,0,0,0,-0.000205207694,-1.342307137e-06
2.81,0,0,0,0,-0.0001519822038,-3.693066271e-06
2.83,0,0,0,0,0.0003016304356,-2.671509634e-06
2.85,0,0,0,0,0.0004448279732,2.394707998e-06
2.87,0,0,0,0,0.0009176821512,1.178285033e-05
2.89,0.002445391687,0.002445391687,1.716303032e-05,1.716303032e-05,0.00103098838,2.537079616e-05
2.91,0.002422469184,0.002422469184,5.156434704e-05,5.156434704e-05,0.0006517013738,3.724431448e-05
2.93,0,0,6.880263344e-05,6.880263344e-05,0.001376733572,5.181378109e-05
2.95,0.002346929722,0.002346929722,8.596566376e-05,8.596566376e-05,0.001225387981,7.070696934e-05
2.97,0,0,0.0001031286941,0.0001031286941,0.002342034253,9.702844754e-05
2.99,0.002280504565,0.002280504565,0.0001202612901,0.0001202612901,0.003049752215,0.0001373003704
3.01,0.008997096155,0.004128204144,0.0002058930399,0.0001688238593,0.004676475912,0.0001958162682
3.03,0.00444608051,0.003060003345,0.0003086936399,0.0002238617136,0.008149001558,0.0002942899221
3.05,0.01531040777,0.005749894789,0.0004626791396,0.0002924174972,0.01023658656,0.000437180483
3.07,0.01296638339,0.004543963579,0.0006850572858,0.0003733537091,0.01658026944,0.0006485177796
3.09,0.02342273621,0.00486073687,0.0009756849811,0.0004483424061,0.02121948523,0.0009500896416
3.11,0.0337046163,0.008430504009,0.001437561464,0.000555863869,0.03257641275,0.001385118458
3.13,0.0374641501,0.009993266513,0.002019932782,0.0007066557969,0.04798770121,0.002044956501
3.15,0.0696327572,0.01153733645,0.002908971273,0.0008851269697,0.06143470408,0.002952274687
3.17,0.07273802496,0.0115539019,0.004103809711,0.001078892965,0.07526783909,0.004100119073
3.19,0.1237849893,0.01412484093,0.005776558422,0.001297244135,0.1046469527,0.005630575781
3.21,0.1261828927,0.01799898657,0.007927676738,0.001573880048,0.1359734688,0.007702814425
3.23,0.1442627399,0.0176572425,0.0102850375,0.001884532897,0.1744460722,0.0104095699
3.25,0.2058924425,0.02109341559,0.01337729857,0.002226560176,0.2138984778,0.01383751206
3.27,0.3097257885,0.02437858548,0.01798785786,0.002632840371,0.2612286105,0.0180833583
3.29,0.292967026,0.02315603139,0.02343569291,0.003062518712,0.3105891796,0.0232557067
3.31,0.363651701,0.02825728731,0.02944851333,0.003533299178,0.365660276,0.0294473074
3.33,0.4014017688,0.02839495962,0.03653695585,0.004058050399,0.4103692775,0.0366378046
3.35,0.4673904012,0.03054541124,0.04468512536,0.004610705795,0.4587327619,0.0447878896
3.37,0.5101263268,0.0377736221,0.05396131148,0.005259261647,0.5008770331,0.05389415792
3.39,0.5411549597,0.02632453658,0.06405574213,0.005873976008,0.5515569089,0.06400077078
3.41,0.5715483289,0.03210379918,0.07486661076,0.006441896543,0.5859301324,0.0750526236
3.43,0.6705437924,0.02949902288,0.08708072434,0.007047236003,0.6297887057,0.08700434711
3.45,0.6458440107,0.04144174174,0.1001697367,0.007753376525,0.6746740744,0.09997879758
3.47,0.699448211,0.03846695975,0.1137067335,0.008557099324,0.7102495264,0.1139134447
3.49,0.7228585691,0.03805414781,0.1281826572,0.009335816419,0.73993482,0.1286734403
3.51,0.8171167693,0.03400815485,0.1440409022,0.01007739686,0.7631184483,0.144147424
3.53,0.7978626214,0.02954430187,0.1608551038,0.01073884785,0.7838492224,0.1602558456
3.55,0.7541151517,0.04473699328,0.1771960112,0.01152199047,0.8065526119,0.1770053413
