z(Angstrom),Total_mass_gcm3_mean,Total_mass_gcm3_se,CSH_Si_gcm3_mean,CSH_Si_gcm3_se,Ca_gcm3_mean,Ca_gcm3_se,H_Hydroxyl_CSH_gcm3_mean,H_Hydroxyl_CSH_gcm3_se,H_SiO2_Hydroxyl_gcm3_mean,H_SiO2_Hydroxyl_gcm3_se,H_Unbonded_CSH_gcm3_mean,H_Unbonded_CSH_gcm3_se,H_Unbonded_SiO2_gcm3_mean,H_Unbonded_SiO2_gcm3_se,H_Water_CSH_gcm3_mean,H_Water_CSH_gcm3_se,H_Water_IF_gcm3_mean,H_Water_IF_gcm3_se,O_Bridging_CSH_gcm3_mean,O_Bridging_CSH_gcm3_se,O_Hydroxyl_CSH_gcm3_mean,O_Hydroxyl_CSH_gcm3_se,O_NBO_CSH_gcm3_mean,O_NBO_CSH_gcm3_se,O_SiO2_Structural_gcm3_mean,O_SiO2_Structural_gcm3_se,O_SiO2_Surface_gcm3_mean,O_SiO2_Surface_gcm3_se,O_Unclassified_CSH_gcm3_mean,O_Unclassified_CSH_gcm3_se,O_Water_CSH_gcm3_mean,O_Water_CSH_gcm3_se,O_Water_IF_gcm3_mean,O_Water_IF_gcm3_se,O_Water_IF_CaCoord_gcm3_mean,O_Water_IF_CaCoord_gcm3_se,Si_Bulk_gcm3_mean,Si_Bulk_gcm3_se,Si_Surface_gcm3_mean,Si_Surface_gcm3_se
 71.43141, 2.4170761856, 0.1164828636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4170761856, 0.1164828636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 71.631219, 7.9471986816, 0.0458666637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9471986816, 0.0458666637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 71.831027, 1.8932166669, 0.0977582653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8932166669, 0.0977582653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 72.030835, 0.0246361106, 0.0036617804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0246361106, 0.0036617804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 72.230643, 0.0985058359, 0.016549473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0985058359, 0.016549473, 0, 0
 72.430451, 5.6514720105, 0.1902792768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6514720105, 0.1902792768, 0, 0
 72.630259, 5.0003724612, 0.1976323024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0003724612, 0.1976323024, 0, 0
 72.830067, 0.0612658247, 0.0095826242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0612658247, 0.0095826242, 0, 0
 73.029876, 0.0301108019, 0.0038902457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0301108019, 0.0038902457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 73.229684, 2.1371825956, 0.1043556629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1371825956, 0.1043556629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 73.429492, 8.0022877622, 0.0429073871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0022877622, 0.0429073871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 73.6293, 2.1234958675, 0.1070178649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1234958675, 0.1070178649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 73.829108, 0.0249782788, 0.0033405815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0249782788, 0.0033405815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 74.028916, 0.0804864757, 0.0119208768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0804864757, 0.0119208768, 0, 0
 74.228724, 5.5565700467, 0.1995457556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5565700467, 0.1995457556, 0, 0
 74.428533, 5.1108912039, 0.1990884787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1108912039, 0.1990884787, 0, 0
 74.628341, 0.0636684061, 0.0113664138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636684061, 0.0113664138, 0, 0
 74.828149, 0.0143710645, 0.002040968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0143710645, 0.002040968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75.027957, 1.5903978073, 0.0834414964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5903978073, 0.0834414964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75.227765, 7.8982686285, 0.0618922351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8982686285, 0.0618922351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75.427573, 2.7712202756, 0.1290759206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7712202756, 0.1290759206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75.627381, 0.04379753, 0.006814489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04379753, 0.006814489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 75.82719, 0.0090096801, 0.0024456629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0090096801, 0.0024456629, 0, 0
 76.026998, 3.1978357938, 0.173203499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1978357938, 0.173203499, 0, 0
 76.226806, 7.3452918713, 0.1460665761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3452918713, 0.1460665761, 0, 0
 76.426614, 0.2594787872, 0.0340267741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2594787872, 0.0340267741, 0, 0
 76.626422, 0.0041060184, 0.0012559803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041060184, 0.0012559803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 76.82623, 1.1281285651, 0.0676899308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1281285651, 0.0676899308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 77.026038, 7.6881773519, 0.0906536403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6881773519, 0.0906536403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 77.225846, 3.417576011, 0.143486131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.417576011, 0.143486131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 77.425655, 0.0797251913, 0.0102382981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0797251913, 0.0102382981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 77.625463, 0.010553139, 0.0022967052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0102109708, 0.0023506491, 0, 0
 77.825271, 3.1179499635, 0.1756395931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1179499635, 0.1756395931, 0, 0
 78.025079, 7.406557696, 0.153081726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.406557696, 0.153081726, 0, 0
 78.224887, 0.2768975021, 0.0311614335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2768975021, 0.0311614335, 0, 0
 78.424695, 0.0041060184, 0.0014389062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0041060184, 0.0014389062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 78.624503, 1.0039215074, 0.0669205577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0039215074, 0.0669205577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 78.824312, 7.5256474555, 0.0895424283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5256474555, 0.0895424283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 79.02412, 3.6854937139, 0.143657016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6854937139, 0.143657016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 79.223928, 0.0985444424, 0.0098346146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0985444424, 0.0098346146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 79.423736, 0.0111537843, 0.0027712188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0108116161, 0.0027421355, 0, 0
 79.623544, 3.0428692959, 0.1705977468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0428692959, 0.1705977468, 0, 0
 79.823352, 7.4948525611, 0.1455102364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4948525611, 0.1455102364, 0, 0
 80.02316, 0.2630826592, 0.0302514928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2630826592, 0.0302514928, 0, 0
 80.222969, 0.003421682, 0.0010531715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003421682, 0.0010531715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 80.422777, 0.6843364059, 0.0494729114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6843364059, 0.0494729114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 80.622585, 6.9425928377, 0.1222268945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9425928377, 0.1222268945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 80.822393, 4.5183311199, 0.1537541231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5183311199, 0.1537541231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 81.022201, 0.1690310923, 0.0150513075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1690310923, 0.0150513075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 81.222009, 0.0021441042, 0.0010102342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001801936, 0.0009840709, 0, 0
 81.421817, 1.332832011, 0.1012543432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.332832011, 0.1012543432, 0, 0
 81.621626, 8.5916309532, 0.0489101516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5916309532, 0.0489101516, 0, 0
 81.821434, 0.8847505868, 0.0895546948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8847505868, 0.0895546948, 0, 0
 82.021242, 0.0006006453, 0.0006006453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006006453, 0.0006006453, 0, 0
 82.22105, 0.4537150371, 0.0302687835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4537150371, 0.0302687835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 82.420858, 6.2175384157, 0.1494369797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2175384157, 0.1494369797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 82.620666, 5.3737516272, 0.1556572405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3737516272, 0.1556572405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 82.820474, 0.2723658895, 0.022344451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2723658895, 0.022344451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 83.020283, 0.0012849817, 0.0007343985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006843364, 0.0004709926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006006453, 0.0006006453, 0, 0
 83.220091, 1.2919881278, 0.0948802525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2919881278, 0.0948802525, 0, 0
 83.419899, 8.5465825526, 0.0533365302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5465825526, 0.0533365302, 0, 0
 83.619707, 0.9718441612, 0.089527657, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9718441612, 0.089527657, 0, 0
 83.819515, 0.0009428135, 0.0006754406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006006453, 0.0006006453, 0, 0
 84.019323, 0.3750163504, 0.0322307956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3750163504, 0.0322307956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 84.219131, 5.9667291229, 0.1448074865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9667291229, 0.1448074865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 84.41894, 5.6344837979, 0.1491049152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6344837979, 0.1491049152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 84.618748, 0.3404573619, 0.0282066298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3404573619, 0.0282066298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 84.818556, 0.0016271499, 0.0007811134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010265046, 0.0005605933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006006453, 0.0006006453, 0, 0
 85.018364, 1.2445371459, 0.0994260229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2445371459, 0.0994260229, 0, 0
 85.218172, 8.5609980408, 0.0554437587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5609980408, 0.0554437587, 0, 0
 85.41798, 1.0054803003, 0.0848550643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0054803003, 0.0848550643, 0, 0
 85.617788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 85.817597, 0.2658646937, 0.0215279923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2658646937, 0.0215279923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 86.017405, 5.0764074589, 0.14598627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0764074589, 0.14598627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 86.217213, 6.4194176554, 0.1284940935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4194176554, 0.1284940935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 86.417021, 0.5549968252, 0.0418477227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5549968252, 0.0418477227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 86.616829, 0.0013686728, 0.0008005335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0013686728, 0.0008005335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 86.816637, 0.4258575465, 0.0431152035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4258575465, 0.0431152035, 0, 0
 87.016445, 7.9633559268, 0.1080736512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9633559268, 0.1080736512, 0, 0
 87.216254, 2.4181981416, 0.1445891686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4181981416, 0.1445891686, 0, 0
 87.416062, 0.0042045174, 0.0013145043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0042045174, 0.0013145043, 0, 0
 87.61587, 0.1546600277, 0.0129215746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1546600277, 0.0129215746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 87.815678, 4.3082398433, 0.1544112697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3082398433, 0.1544112697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 88.015486, 7.0678264, 0.1158888581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0678264, 0.1158888581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 88.215294, 0.7839073529, 0.0539749113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7839073529, 0.0539749113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 88.415102, 0.003421682, 0.0010531715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003421682, 0.0010531715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 88.614911, 0.4492827148, 0.0464718848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4492827148, 0.0464718848, 0, 0
 88.814719, 7.7441203775, 0.1235891406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7441203775, 0.1235891406, 0, 0
 89.014527, 2.6098040053, 0.1584871846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6098040053, 0.1584871846, 0, 0
 89.214335, 0.0090933712, 0.0027190304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006843364, 0.0004709926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0084090348, 0.0026290086, 0, 0
